t,des_x,des_y,act_x,act_y,v,omega
30.096428,4.597419,3.454288,4.535785,3.384938,0.187688,1.043971
30.196467,4.612488,3.463052,4.553877,3.382215,0.201329,1.046727
30.296435,4.627521,3.472179,4.573262,3.381388,0.222978,1.021337
30.396456,4.642534,3.481682,4.587540,3.382083,0.253936,0.986267
30.496485,4.657522,3.491555,4.610532,3.385296,0.267472,0.966725
30.596482,4.672478,3.501795,4.636185,3.391642,0.268691,0.963517
30.696484,4.687406,3.512406,4.661751,3.400755,0.268369,0.956495
30.796483,4.702306,3.523387,4.686369,3.412357,0.268504,0.941202
30.896480,4.717176,3.534737,4.709514,3.426214,0.270228,0.913110
30.996483,4.732018,3.546458,4.731442,3.442430,0.268104,0.882756
31.096474,4.746828,3.558547,4.751761,3.460574,0.263373,0.846438
31.196437,4.761603,3.571002,4.770122,3.480176,0.256622,0.801530
31.296500,4.776362,3.583841,4.786414,3.500923,0.249134,0.739276
31.396437,4.791071,3.597033,4.800460,3.522244,0.238466,0.667904
31.496478,4.805764,3.610608,4.812418,3.543699,0.227469,0.572128
31.596474,4.820417,3.624548,4.822451,3.564905,0.216443,0.445433
31.696477,4.835038,3.638858,4.830851,3.585615,0.205909,0.282966
31.796474,4.849625,3.653538,4.837977,3.605625,0.197045,0.087887
31.896486,4.864180,3.668590,4.842211,3.618502,0.218244,-0.103383
31.996486,4.878699,3.684010,4.848774,3.639014,0.208676,-0.271951
32.096491,4.893183,3.699801,4.855608,3.659520,0.201990,-0.415675
32.196461,4.907627,3.715956,4.862772,3.679112,0.202758,-0.513141
32.296454,4.922039,3.732485,4.870734,3.698275,0.209080,-0.563872
32.396450,4.936414,3.749384,4.879828,3.717348,0.217145,-0.588312
32.496437,4.950751,3.766651,4.890363,3.736636,0.226421,-0.580993
32.596483,4.965058,3.784299,4.902511,3.756026,0.233985,-0.557913
32.696515,4.979326,3.802315,4.916260,3.775343,0.239104,-0.520756
32.796483,4.993546,3.820689,4.931451,3.794327,0.241784,-0.469025
32.896439,5.007726,3.839430,4.947845,3.812754,0.242350,-0.401665
32.996481,5.021878,3.858557,4.965166,3.830483,0.241345,-0.317592
33.096480,5.035984,3.878047,4.983129,3.847469,0.239254,-0.217199
33.196479,5.050049,3.897906,5.001457,3.863762,0.236914,-0.103121
33.296498,5.064077,3.918140,5.013004,3.873650,0.271720,0.020472
33.396503,5.078060,3.938740,5.032869,3.889709,0.264546,0.149248
33.496500,5.092001,3.959709,5.053998,3.906822,0.252479,0.260805
33.596522,5.105902,3.981053,5.074009,3.923588,0.247369,0.355449
33.696505,5.119755,4.002759,5.092971,3.940387,0.248567,0.424323
33.796500,5.133566,4.024838,5.111231,3.957812,0.253687,0.467275
33.896466,5.147330,4.047279,5.128970,3.976292,0.260485,0.489596
33.996496,5.161057,4.070105,5.146214,3.996071,0.267593,0.495468
34.096505,5.174736,4.093297,5.162887,4.017244,0.273982,0.488173
34.196492,5.188367,4.116853,5.178865,4.039783,0.279144,0.469766
34.296461,5.201950,4.140775,5.194018,4.063568,0.282931,0.441316
34.396452,5.215489,4.165071,5.208247,4.088428,0.285441,0.403351
34.496453,5.228982,4.189741,5.221500,4.114169,0.286833,0.356415
34.596442,5.242426,4.214777,5.233784,4.140594,0.287369,0.301192
34.696512,5.255832,4.240204,5.241461,4.158496,0.326639,0.220411
34.796509,5.269181,4.265982,5.252510,4.186306,0.324285,0.155995
34.896515,5.282481,4.292132,5.263841,4.217369,0.308842,0.100046
34.996531,5.295734,4.318656,5.274309,4.247587,0.298594,0.034543
35.096509,5.308931,4.345539,5.284063,4.276861,0.293708,-0.028643
35.196506,5.322080,4.372797,5.293467,4.305496,0.293106,-0.081313
35.296512,5.335179,4.400428,5.302911,4.333893,0.294988,-0.124400
35.396511,5.348226,4.428426,5.312647,4.362310,0.298160,-0.155613
35.496512,5.361221,4.456795,5.322852,4.390868,0.301951,-0.174327
35.596458,5.374156,4.485518,5.333649,4.419608,0.305852,-0.181235
35.696486,5.387049,4.514635,5.345104,4.448523,0.309770,-0.177269
35.796489,5.399885,4.544115,5.357244,4.477592,0.313372,-0.163677
35.896504,5.412668,4.573968,5.370049,4.506782,0.316642,-0.141699
35.996450,5.425389,4.604170,5.383469,4.536065,0.319495,-0.112791
36.096517,5.438069,4.634779,5.392720,4.555631,0.366498,-0.071462
36.196485,5.450681,4.665727,5.407684,4.586746,0.361755,-0.051504
36.296518,5.463245,4.697066,5.423786,4.620140,0.348090,-0.018167
36.396514,5.475748,4.728764,5.439659,4.652610,0.339287,0.017717
36.496475,5.488190,4.760819,5.455149,4.684081,0.336016,0.053833
36.596507,5.500583,4.793268,5.470284,4.714954,0.337087,0.086243
36.696511,5.512914,4.826078,5.485211,4.745871,0.339815,0.115157
36.796506,5.525185,4.859254,5.499941,4.777115,0.343257,0.138918
36.896508,5.537399,4.892803,5.514426,4.808827,0.347029,0.156707
36.996508,5.549552,4.926722,5.528603,4.841087,0.350899,0.168351
37.096507,5.561645,4.961009,5.542411,4.873933,0.354740,0.173983
37.196464,5.573673,4.995652,5.555797,4.907378,0.358407,0.173943
37.296477,5.585646,5.030685,5.568724,4.941407,0.362032,0.168598
37.396509,5.597559,5.066094,5.581172,4.976004,0.365510,0.158550
37.496466,5.609402,5.101847,5.593146,5.011148,0.368650,0.144564
37.596531,5.621195,5.138008,5.600871,5.034861,0.423405,0.117552
37.696494,5.632913,5.174503,5.612703,5.072433,0.419149,0.113144
37.796495,5.644571,5.211381,5.625402,5.113381,0.402326,0.101791
37.896514,5.656168,5.248636,5.637287,5.153391,0.391424,0.088661
37.996520,5.667698,5.286256,5.648381,5.192268,0.387184,0.072384
38.096517,5.679162,5.324243,5.658908,5.230468,0.387520,0.054800
38.196502,5.690560,5.362595,5.669132,5.268622,0.389643,0.037159
38.296511,5.701893,5.401326,5.679193,5.306983,0.392472,0.020829
38.396521,5.713161,5.440428,5.689185,5.345643,0.395539,0.006606
38.496535,5.724361,5.479901,5.699180,5.384624,0.398719,-0.005078
38.596511,5.735490,5.519729,5.709235,5.423922,0.401917,-0.013947
38.696496,5.746551,5.559931,5.719395,5.463528,0.405219,-0.019849
38.796470,5.757543,5.600497,5.729697,5.503440,0.408557,-0.022767
38.896480,5.768470,5.641449,5.740167,5.543661,0.411977,-0.022810
38.996480,5.779325,5.682766,5.747247,5.570649,0.473777,-0.017215
39.096500,5.790113,5.724462,5.758503,5.613569,0.468269,-0.022450
39.196494,5.800828,5.766517,5.770452,5.660013,0.449239,-0.019331
39.296511,5.811473,5.808951,5.782198,5.705173,0.437111,-0.015360
39.396535,5.822048,5.851759,5.793665,5.748886,0.432552,-0.008532
39.496486,5.832543,5.894905,5.804962,5.791698,0.433081,0.000532
39.596488,5.842970,5.938443,5.816258,5.834383,0.435635,0.010677
39.696501,5.853326,5.982356,5.827592,5.877253,0.438846,0.021101
39.796527,5.863609,6.026645,5.838951,5.920434,0.442250,0.031265
39.896531,5.873816,6.071294,5.850297,5.963971,0.445652,0.040743
39.996541,5.883948,6.116315,5.861584,6.007879,0.449098,0.049168
40.096527,5.894003,6.161696,5.872767,6.052170,0.452533,0.056236
40.196530,5.903984,6.207454,5.883808,6.096855,0.456037,0.061721
40.296529,5.913889,6.253581,5.894671,6.141949,0.459535,0.065492
40.396476,5.923711,6.300053,5.905330,6.187459,0.462914,0.067516
40.496548,5.933469,6.346954,5.912310,6.218028,0.533053,0.062993
40.596550,5.943142,6.394192,5.923075,6.266143,0.528477,0.068825
40.696544,5.952737,6.441796,5.934763,6.318906,0.505494,0.070788
40.796573,5.962256,6.489787,5.945741,6.370231,0.490674,0.071931
40.896547,5.971690,6.538121,5.955984,6.419887,0.484782,0.070149
40.996547,5.981047,6.586838,5.965659,6.468572,0.484902,0.065572
41.096543,5.990324,6.635923,5.974954,6.517132,0.487283,0.059386
41.196541,5.999520,6.685379,5.983957,6.565913,0.490400,0.052242
41.296534,6.008635,6.735202,5.992722,6.615040,0.493685,0.044598
41.396539,6.017669,6.785401,6.001288,6.664541,0.497015,0.036811
41.496576,6.026623,6.835986,6.009692,6.714416,0.500422,0.029206
41.596543,6.035489,6.886906,6.017969,6.764660,0.503675,0.022093
41.696537,6.044274,6.938210,6.026156,6.815260,0.507035,0.015724
41.796541,6.052976,6.989888,6.034286,6.866213,0.510453,0.010316
41.896574,6.061596,7.041952,6.039692,6.900380,0.588333,0.006832
41.996581,6.070129,7.094372,6.048103,6.954219,0.582348,-0.000602
42.096574,6.078576,7.147155,6.057066,7.013144,0.555857,-0.003579
42.196577,6.086938,7.200313,6.065773,7.070289,0.538744,-0.006389
42.296579,6.095214,7.253841,6.074187,7.125394,0.531994,-0.007238
42.396582,6.103403,7.307739,6.082442,7.179261,0.532087,-0.005934
42.496589,6.111505,7.362009,6.090701,7.232896,0.534676,-0.003290
42.596580,6.119518,7.416641,6.099016,7.286703,0.537978,0.000393
42.696525,6.127439,7.471617,6.107394,7.340819,0.541336,0.004865
42.796555,6.135278,7.527009,6.115819,7.395275,0.544942,0.009876
42.896539,6.143025,7.582746,6.124267,7.450091,0.548427,0.015149
42.996548,6.150684,7.638868,6.132709,7.505267,0.551976,0.020430
43.096612,6.158256,7.695390,6.141115,7.560809,0.555665,0.025475
43.196527,6.165727,7.752197,6.149455,7.616737,0.558937,0.030073
43.296518,6.173112,7.809419,6.157697,7.673032,0.562438,0.034047
43.396550,6.180408,7.867033,6.163123,7.710768,0.649291,0.035074
43.496592,6.187613,7.925023,6.171205,7.768120,0.651653,0.038008
43.596536,6.194718,7.983326,6.180233,7.832465,0.624286,0.045790
43.696544,6.201734,8.042037,6.189013,7.896299,0.601235,0.051336
43.796514,6.208654,8.101095,6.197250,7.957689,0.590601,0.054945
43.896577,6.215486,8.160578,6.205054,8.017618,0.588319,0.057011
43.996590,6.222220,8.220402,6.212522,8.077226,0.589095,0.055649
44.096603,6.228858,8.280595,6.219639,8.136849,0.591513,0.053420
44.196518,6.235395,8.341099,6.226438,8.196702,0.594373,0.050049
44.296545,6.241842,8.402041,6.232943,8.256871,0.597842,0.045589
44.396573,6.248193,8.463354,6.239180,8.317406,0.601378,0.040360
44.496555,6.254443,8.525009,6.245176,8.378327,0.604758,0.034685
44.596544,6.260597,8.587037,6.250959,8.439617,0.608174,0.028832
44.696508,6.266650,8.649420,6.256562,8.501272,0.611554,0.023062
44.796595,6.272612,8.712250,6.260215,8.542576,0.707275,0.017056
44.896584,6.278469,8.775388,6.265737,8.606423,0.704244,0.013092
44.996591,6.284227,8.838909,6.271769,8.677433,0.670875,0.009677
45.096595,6.289984,8.901136,6.277567,8.746753,0.639629,0.005164
45.196592,6.295852,8.960195,6.283033,8.812839,0.609087,-0.002089
45.296597,6.301834,9.016130,6.288214,8.875800,0.578930,-0.012094
45.396595,6.307929,9.068971,6.293162,8.935675,0.549099,-0.024754
45.496555,6.314134,9.118739,6.297937,8.992495,0.519547,-0.039921
45.596587,6.320459,9.165526,6.302605,9.046294,0.490531,-0.057391
45.696619,6.326898,9.209332,6.307235,9.097116,0.461873,-0.076986
45.796536,6.333444,9.250149,6.311890,9.144994,0.433418,-0.098593
45.896530,6.340110,9.288095,6.316627,9.189940,0.405636,-0.122087
45.996523,6.346893,9.323174,6.321499,9.231997,0.378392,-0.147474
46.096587,6.353796,9.355445,6.324843,9.258457,0.404604,-0.156673
46.196585,6.360812,9.384902,6.330284,9.297593,0.366835,-0.187827
46.296541,6.367942,9.411593,6.336224,9.335996,0.321225,-0.232792
46.396591,6.375196,9.435590,6.342173,9.370363,0.281901,-0.286214
46.496525,6.382560,9.456881,6.347998,9.400122,0.251565,-0.339210
46.596540,6.390048,9.475547,6.353910,9.426402,0.225721,-0.396102
46.696570,6.397656,9.491608,6.359965,9.449594,0.203289,-0.454484
46.796547,6.405379,9.505093,6.366272,9.470230,0.181969,-0.522247
46.896534,6.413223,9.516050,6.372805,9.488478,0.161657,-0.601438
46.996584,6.421193,9.524518,6.379506,9.504418,0.142734,-0.692715
47.096600,6.429280,9.530525,6.386313,9.518151,0.125617,-0.794366
47.196588,6.437486,9.534112,6.393177,9.529817,0.110872,-0.900751
47.296604,6.445816,9.535319,6.400072,9.539603,0.099158,-1.002652
47.396596,6.454266,9.534180,6.407016,9.547737,0.091160,-1.090160
47.496594,6.462839,9.530735,6.414091,9.554479,0.087574,-1.156353
47.596619,6.471537,9.525019,6.418975,9.558336,0.092319,-1.192069
47.696610,6.480355,9.517073,6.426960,9.563445,0.097121,-1.221582
47.796604,6.489298,9.506932,6.435951,9.567756,0.107186,-1.234762
47.896613,6.498366,9.494631,6.446010,9.571130,0.121773,-1.238430
47.996582,6.507555,9.480216,6.457927,9.573551,0.145478,-1.223147
48.096614,6.516875,9.463709,6.472153,9.574604,0.173955,-1.204203
48.196625,6.526318,9.445159,6.488640,9.573758,0.211602,-1.173749
48.296552,6.535879,9.424619,6.508025,9.570139,0.255019,-1.138897
48.396609,6.545580,9.402080,6.530496,9.562845,0.301021,-1.103801
48.496601,6.555400,9.377622,6.556109,9.550805,0.343019,-1.075296
48.596604,6.565349,9.351265,6.584187,9.533162,0.378141,-1.053525
48.696544,6.575420,9.323068,6.613588,9.509849,0.404474,-1.039351
48.796615,6.585632,9.293011,6.642444,9.481427,0.430293,-1.020717
48.896601,6.595964,9.261195,6.669806,9.448098,0.454948,-0.997262
48.996540,6.606420,9.227649,6.694559,9.410340,0.483777,-0.959979
49.096620,6.617020,9.192345,6.709397,9.382399,0.554456,-0.890598
49.196624,6.627742,9.155395,6.729685,9.334220,0.561958,-0.852362
49.296607,6.638593,9.116818,6.746372,9.280001,0.545471,-0.827400
49.396619,6.649577,9.076633,6.757833,9.225338,0.534339,-0.783646
49.496583,6.660687,9.034908,6.764228,9.171104,0.525914,-0.719023
49.596581,6.671932,8.991647,6.766065,9.117391,0.515876,-0.632586
49.696588,6.683311,8.946896,6.763849,9.064656,0.503392,-0.518488
49.796583,6.694821,8.900702,6.758271,9.013505,0.489951,-0.368174
49.896585,6.706465,8.853094,6.750063,8.964194,0.476579,-0.180704
49.996605,6.718244,8.804105,6.740062,8.916467,0.465185,0.029760
50.096607,6.730155,8.753788,6.729453,8.869811,0.460280,0.228497
50.196597,6.742199,8.702179,6.719285,8.823834,0.466999,0.389430
50.296602,6.754380,8.649300,6.710246,8.777368,0.485275,0.499420
50.396546,6.766688,8.595231,6.702897,8.729146,0.511751,0.564566
50.496624,6.779149,8.539902,6.699221,8.695520,0.611028,0.556145
50.596601,6.791733,8.483480,6.695767,8.640079,0.633638,0.575196
50.696640,6.804461,8.425910,6.695361,8.576348,0.630691,0.596939
50.796598,6.817316,8.367313,6.698740,8.512137,0.634052,0.598170
50.896614,6.830316,8.307644,6.706041,8.448121,0.643903,0.577373
50.996588,6.843449,8.247002,6.717327,8.383898,0.653825,0.539852
51.096554,6.856718,8.185402,6.732524,8.319440,0.660643,0.487153
51.196594,6.870136,8.122830,6.751351,8.255202,0.664159,0.418478
51.296612,6.883691,8.059385,6.773483,8.191730,0.665069,0.330929
51.396621,6.897383,7.995095,6.798546,8.129211,0.662419,0.228413
51.496610,6.911214,7.930004,6.825880,8.067890,0.658516,0.110388
51.596550,6.925177,7.864171,6.854858,8.007877,0.655301,-0.013422
51.696584,6.939295,7.797536,6.884795,7.948192,0.653483,-0.126767
51.796575,6.953548,7.730230,6.914581,7.888457,0.656519,-0.221992
51.896591,6.967947,7.662242,6.934013,7.848354,0.762562,-0.273535
51.996623,6.982490,7.593618,6.962630,7.786493,0.772838,-0.324379
52.096608,6.997169,7.524436,6.993260,7.716150,0.749310,-0.378051
52.196617,7.011995,7.454685,7.021857,7.644362,0.731791,-0.409196
52.296609,7.026961,7.384433,7.046974,7.573381,0.728155,-0.419654
52.396625,7.042076,7.313687,7.068847,7.502210,0.731965,-0.411329
52.496628,7.057333,7.242510,7.087697,7.430036,0.736982,-0.387800
52.596630,7.072735,7.170932,7.103626,7.356680,0.740132,-0.351568
52.696633,7.088282,7.098987,7.116754,7.282383,0.740583,-0.304190
52.796635,7.103975,7.026716,7.127267,7.207621,0.739240,-0.245829
52.896590,7.119806,6.954189,7.135312,7.132873,0.737490,-0.174743
52.996596,7.135793,6.881371,7.141201,7.058150,0.734591,-0.096050
53.096617,7.151929,6.808328,7.145469,6.983607,0.731275,-0.013660
53.196597,7.168206,6.735136,7.148731,6.909250,0.728184,0.066473
53.296589,7.184632,6.661794,7.151815,6.834917,0.726351,0.135164
53.396647,7.201218,6.588300,7.154164,6.785514,0.800000,0.172742
53.496620,7.217939,6.514803,7.158031,6.708388,0.800000,0.254873
53.596641,7.234818,6.441242,7.161662,6.627162,0.796215,0.299212
53.696637,7.251841,6.367707,7.167535,6.546093,0.772542,0.338689
53.796636,7.269016,6.294215,7.175771,6.466862,0.759018,0.363271
53.896639,7.286342,6.220804,7.186454,6.389675,0.756028,0.368533
53.996636,7.303818,6.147518,7.199808,6.313712,0.758166,0.356151
54.096598,7.321439,6.074416,7.216001,6.238254,0.759201,0.332340
54.196625,7.339224,6.001461,7.234933,6.163279,0.757928,0.298506
54.296577,7.357147,5.928793,7.256343,6.089018,0.753916,0.255936
54.396626,7.375241,5.856325,7.279857,6.015797,0.748894,0.204576
54.496636,7.393482,5.784192,7.305133,5.943769,0.742993,0.145936
54.596629,7.411873,5.712416,7.332078,5.872372,0.734039,0.080068
54.696615,7.430416,5.641027,7.359888,5.802975,0.728706,0.012243
54.796594,7.449113,5.570062,7.388281,5.734091,0.722239,-0.046258
54.896635,7.467977,5.499509,7.407117,5.688481,0.800000,-0.092418
54.996657,7.486993,5.429465,7.436316,5.617061,0.800000,-0.133003
55.096625,7.506154,5.359989,7.466644,5.541286,0.763785,-0.167119
55.196642,7.525481,5.291049,7.495109,5.467344,0.731013,-0.197313
55.296635,7.544960,5.222730,7.521277,5.396204,0.712171,-0.214821
55.396639,7.564599,5.155047,7.545402,5.326866,0.702138,-0.219438
55.496648,7.584397,5.088042,7.567773,5.258325,0.695419,-0.212946
55.596626,7.604346,5.021776,7.588458,5.190189,0.689866,-0.192658
55.696626,7.624458,4.956250,7.607510,5.122209,0.682968,-0.164721
55.796600,7.644724,4.891534,7.625083,5.054513,0.674597,-0.129456
55.896596,7.665154,4.827632,7.641560,4.986605,0.662045,-0.089440
55.996627,7.685751,4.764577,7.656793,4.920362,0.653638,-0.042968
56.096646,7.706506,4.702434,7.671249,4.854985,0.645297,0.005718
56.196646,7.727418,4.641246,7.680625,4.811851,0.733456,0.045718
56.296680,7.748498,4.581016,7.694845,4.746383,0.716477,0.089945
56.396619,7.769720,4.521860,7.710459,4.675110,0.669518,0.139274
56.496658,7.791125,4.463698,7.726170,4.606554,0.631519,0.187970
56.596668,7.812686,4.406646,7.741726,4.542599,0.610369,0.227247
56.696667,7.834408,4.350729,7.757738,4.481592,0.598169,0.256693
56.796659,7.856292,4.295981,7.774656,4.422454,0.589556,0.277205
56.896661,7.878342,4.242432,7.792738,4.364713,0.581847,0.289682
56.996647,7.900553,4.190132,7.812090,4.308397,0.574765,0.292046
57.096679,7.922939,4.139086,7.832839,4.253371,0.566496,0.288455
57.196641,7.945474,4.089391,7.854913,4.199725,0.556678,0.279296
57.296627,7.968181,4.041036,7.878496,4.146745,0.541471,0.270414
57.396609,7.991052,3.994074,7.902507,4.096487,0.531146,0.251275
57.496612,8.014094,3.948529,7.927321,4.047989,0.520271,0.229506
57.596657,8.037314,3.904430,7.944261,4.016547,0.581107,0.187307
57.696651,8.060689,3.861856,7.970888,3.969413,0.560223,0.167025
57.796650,8.084233,3.820820,8.000387,3.919763,0.518374,0.156636
57.896645,8.107944,3.781363,8.029020,3.873437,0.484881,0.144613
57.996632,8.131822,3.743522,8.056464,3.830656,0.460871,0.133310
58.096623,8.155870,3.707331,8.083035,3.790592,0.442726,0.124708
58.196668,8.180101,3.672811,8.109002,3.752594,0.427652,0.120712
58.296660,8.204489,3.640036,8.134515,3.716287,0.413829,0.122719
58.396645,8.229046,3.609026,8.159642,3.681485,0.400564,0.131603
58.496649,8.253779,3.579811,8.184405,3.648110,0.387609,0.147848
58.596635,8.278678,3.552439,8.208828,3.616142,0.374838,0.171643
58.696657,8.303758,3.526934,8.232938,3.585595,0.362413,0.202801
58.796659,8.329005,3.503347,8.256784,3.556493,0.350367,0.240804
58.896631,8.354417,3.481717,8.280437,3.528863,0.338818,0.284815
58.996662,8.380018,3.462062,8.303982,3.502737,0.328037,0.333616
59.096641,8.405779,3.444442,8.319735,3.486103,0.361686,0.354385
59.196632,8.431716,3.428882,8.344369,3.461534,0.344880,0.412317
59.296650,8.457836,3.415419,8.370697,3.437089,0.320781,0.485228
59.396649,8.484125,3.404095,8.396357,3.415238,0.303827,0.555072
59.496653,8.510591,3.394944,8.421511,3.395920,0.294041,0.615555
59.596615,8.537221,3.388009,8.446695,3.378783,0.289190,0.666590
59.696626,8.564041,3.383319,8.472115,3.363749,0.288870,0.707337
59.796632,8.591036,3.380916,8.498310,3.350590,0.290692,0.742014
59.896617,8.618203,3.380837,8.525305,3.339446,0.295845,0.767025
59.996666,8.645564,3.383120,8.553502,3.330348,0.302064,0.788462
